,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,spotify_id
"('Empire', 'Kasabian')",0.00279,0.473,232987,0.911,0.000116,4,0.336,-4.949,0,0.113,120.071,4,0.275,3aL5Um0X0lFGngZqiir6U7
"('Push Downstairs', 'Underworld')",0.959,0.623,364040,0.502,0.578,0,0.35,-12.967,0,0.0344,140.048,4,0.383,6290vWI9Wt4BgxUAoOCHmI
"('Running To Stand Still', 'Elbow')",0.693,0.36,316480,0.303,0.00252,2,0.0894,-10.801,1,0.0331,170.261,4,0.297,0GzbmiTtE1YiAcje7Gk9In
"('Need To Feel Loved', 'Reflekt')",0.0094,0.731,396643,0.818,0.378,2,0.202,-6.671,0,0.0479,128.04,4,0.349,30cjLreSF4Xq0uAB89i2Ac
"('A Ghost In This House', 'The Immediate')",0.00848,0.6,237560,0.613,0.000587,7,0.134,-6.633,1,0.0263,123.955,4,0.377,1aBKnmduI5qboHo6kNAUsu
"('So Real', 'Queen Esther')",0.0359,0.603,267213,0.655,0.00167,0,0.0953,-6.387,1,0.0385,146.612,4,0.503,51jJhLiwiXNPPLVtyUbwXJ
"('Bleece', 'Esem')",0.329,0.559,290440,0.697,0.894,9,0.083,-14.553,1,0.0391,120.936,3,0.0329,6ngUKcxZYpcXpxJqgyOfKg
"('Ylpeä Sydän', 'Scandinavian Music Group')",0.0103,0.262,237240,0.746,0.000225,11,0.0635,-5.84,0,0.0645,82.461,4,0.459,4ugcbpT9Op6d9mD7STP5KE
"('Shine', 'Daniel Lanois')",0.824,0.641,210147,0.308,1.12e-06,6,0.158,-14.233,1,0.0345,116.698,4,0.591,1RlYxbpSMioOrQYoGZGlwS
"('In My Head', 'No Doubt')",0.0771,0.776,205773,0.682,3.32e-05,11,0.103,-4.338,0,0.0525,155.227,4,0.878,5wKhiTXCLzwbzHxgMRTr0j
"('The New Fellas', 'The Cribs')",0.000295,0.314,181107,0.867,0.00689,11,0.111,-2.891,1,0.0477,151.129,4,0.715,0czUeJWyXr6MxNi7vZlkMi
"('Before I Go', 'Unwritten Law')",0.263,0.422,215160,0.572,1.22e-05,6,0.092,-6.659,1,0.0344,90.259,4,0.481,78sYd3agb9TM8X7cACvjan
"('Take On Me', 'A-Ha')",0.018,0.573,225280,0.902,0.00125,6,0.0928,-7.638,0,0.054,84.412,4,0.876,2WfaOiMkCvy7F5fcp2zZ8L
"('Heaven On Earth', 'Britney Spears')",0.081,0.636,292693,0.792,3.81e-05,7,0.099,-6.154,1,0.052,126.053,4,0.445,2f0ZEAdZQBCRR9NAI6eE2d
"('Wie Immer', 'Fettes Brot')",0.109,0.69,256107,0.685,0,1,0.682,-4.883,0,0.119,76.691,4,0.884,4snwsxnPSQO6HcuPN1kZDd
"('A Bower Scene', 'The Decemberists')",0.00988,0.529,128733,0.516,0.355,7,0.189,-7.978,1,0.0343,138.018,4,0.0406,15DcZmjj7xXS84GN6SEFUn
"('Les Choristes', 'Bruno Coulais')",0.956,0.222,92293,0.117,0.000279,2,0.0835,-17.759,0,0.0367,182.792,4,0.489,3a0k8QiDymSbpL26twMokh
"('Buena Vista Social Club', 'Buena Vista Social Club')",0.831,0.652,292574,0.27,0.914,2,0.092,-18.121,1,0.0396,101.667,4,0.525,3ofkEmGpqIZt9dPZwRLMDz
"('Baby Doll', 'Leæther Strip')",0.00123,0.681,361720,0.746,0.299,6,0.127,-5.648,1,0.0551,99.48,4,0.253,64cdeUUSPswxgxggZ9qXIR
"('Wicked Game', 'Chris Isaak')",0.744,0.667,286880,0.548,0.0122,9,0.0946,-7.802,1,0.0262,112.549,4,0.29,390AWnOn2rfe9FzQjYmxIH
"('Moving For The Sake Of Motion', 'Underoath')",1.13e-05,0.248,195480,0.99,0.00614,9,0.437,-2.006,1,0.117,185.087,4,0.135,0qxAdhIIf3S6Nwq88qp8i0
"('Inland Sea', '...And You Will Know Us By The Trail Of Dead')",0.00029,0.227,248720,0.861,0.000139,7,0.144,-5.234,1,0.0386,145.767,4,0.34,2vhDF8Nsldj2qUID5JffOv
"('Cling And Clatter', 'Lifehouse')",0.0135,0.5,269200,0.912,0,2,0.0917,-5.285,1,0.0592,103.254,4,0.703,3BBPBw3z19RohCL1KIbeGD
"('Losing Faith', 'Arch Enemy')",1.49e-05,0.236,184867,0.989,0.867,7,0.126,-4.274,1,0.23,95.259,4,0.187,42aaPLPZA6lieV04ziYUKF
"('Frankenhooker', 'The 69 Eyes')",0.0106,0.461,243293,0.947,0.0418,9,0.309,-3.457,1,0.0918,157.045,4,0.461,07USXDnis0841HDdjH7eCB
"('The Man Who Came To Stay', 'Babyshambles')",0.00311,0.444,230080,0.869,0.00457,7,0.234,-4.754,1,0.0504,175.12,4,0.651,63tL18VaSkdFbQVZqRYDEx
"('Take Me On The Floor', 'The Veronicas')",0.00345,0.61,210480,0.9,7.86e-06,11,0.272,-2.304,0,0.0453,139.969,4,0.621,7MFvqBJ3ozTwDrf5VfoW8U
"('Knee Deep At Atp', 'Los Campesinos!')",0.00044,0.19,166760,0.702,9.42e-06,9,0.0649,-4.02,1,0.0412,82.134,4,0.258,4EcdttUb3aS59AMAqiZgjz
"('Elected', 'Alice Cooper')",0.0604,0.295,248040,0.74,0.142,9,0.193,-13.073,0,0.0344,135.299,4,0.506,6avV0X27a8FKFbX8JOdHbc
"('Date With The Night', 'Yeah Yeah Yeahs')",0.000389,0.478,155320,0.956,0.00199,4,0.0427,-4.379,1,0.158,139.947,4,0.268,0EJHhccadE8UvdZ5wGI1SN
"('Psyklon Aeon', 'Zyklon')",2.81e-06,0.227,206027,0.941,0.192,10,0.359,-5.595,0,0.0851,96.855,4,0.16,1kl8iAUjmDx8nOdWKNcjJS
"('Wish You Were Here', 'Pink Floyd')",0.735,0.481,334744,0.262,0.0114,7,0.832,-15.73,1,0.0414,122.883,4,0.375,6mFkJmJqdDVQ1REhVfGgd1
"('Lost Boys', 'Shearwater')",0.94,0.239,144680,0.195,0.15,9,0.072,-10.451,0,0.0312,144.811,3,0.349,4HoTZOPbpx5k5jNQ7UqTNh
"('Black Sunday', 'Espen Lind')",0.0969,0.581,252907,0.963,1.17e-06,4,0.218,-3.567,0,0.0372,100.824,4,0.706,4Tuh9OooEH3kaIe2oLwRFT
"('At The Gates Of Midian', 'Cradle Of Filth')",0.164,0.164,141040,0.324,0.96,0,0.295,-12.023,0,0.041,128.509,4,0.0728,5L7QDkePyWjufYlNYoyBvS
"('Beni Al', 'Pinhani')",0.657,0.734,216782,0.443,1.22e-06,7,0.251,-10.873,1,0.027,118.021,3,0.552,5h3B2E7tSVOSkvfwp5JxhX
"('Idealistic (A-Trak Remix)', 'Digitalism')",0.0357,0.859,306653,0.744,0.187,8,0.0441,-3.557,1,0.213,128.993,4,0.645,01THbeglG4aRgtcDorQ5V3
"('A Little Respect', 'Erasure')",0.00808,0.596,213373,0.598,3.07e-06,0,0.241,-13.409,1,0.0268,113.825,4,0.595,2RVQIq7bLi4Eu6xHPyQ46t
"('Ibelin', 'Harry Gregson-Williams')",0.314,0.413,125760,0.334,0.935,11,0.101,-15.931,0,0.0384,179.233,4,0.0766,22vy5YOKRDtFKhWXMxtjIq
"('Spring Provides', 'Matt Pond Pa')",0.0173,0.577,201960,0.973,0.141,0,0.111,-2.872,1,0.103,150.035,4,0.781,6ZmZUETd3X3vAb3ECRBHv5
"('This Is Not A Love Song', 'Public Image Ltd.')",0.167,0.612,252293,0.782,0.079,9,0.201,-9.881,1,0.0482,126.945,4,0.667,5cLiCs2qvZEZDui3saQJI4
"('Cat And Mouse', 'Ry Cooder')",0.844,0.594,302507,0.167,4.5e-06,0,0.105,-16.192,1,0.045,175.203,4,0.55,7GaO7ucf8FQ9D1zlSl1xfT
"('Summer Shudder', 'Afi')",0.000895,0.485,186973,0.939,2.04e-05,1,0.576,-4.117,1,0.0817,85.04,4,0.395,55BYnMUhDNtRo4HLvay6hk
"('Stormy High', 'Black Mountain')",0.00784,0.415,273707,0.918,0.701,6,0.107,-6.128,0,0.0396,120.105,4,0.518,08Uyn0yY9YojWqRX0RPeFg
"('Chega De Saudade', 'Antônio Carlos Jobim')",0.85,0.455,256360,0.338,0.0692,7,0.0832,-17.099,0,0.0455,101.414,4,0.569,5KdSyI6QS8k9RyrVL5UQD3
"(""I Don'T Blame You"", 'Cat Power')",0.966,0.457,185707,0.131,0.0724,0,0.111,-15.638,1,0.033,100.524,4,0.223,20zayW2jkD3zL08DS2B61V
"('America', 'Tracy Chapman')",0.472,0.655,219040,0.501,1.68e-05,4,0.143,-7.667,1,0.032,136.038,4,0.856,61dxbqHwQ61RlgCj6WEdfj
"('Zion Must Fall', 'Sonic Syndicate')",3.58e-06,0.475,271400,0.971,0.883,9,0.0788,-3.641,0,0.143,94.981,4,0.179,6RTqwayfQLwxUuZvD8kzVO
"('Opening', 'Daniel Licht')",0.898,0.518,134373,0.224,0.826,9,0.109,-14.915,0,0.0296,172.102,4,0.135,6ksIbplL0ybeymQjCq9ROi
"('Solitude', 'Candlemass')",0.000135,0.229,338440,0.704,0.000384,9,0.15,-4.692,1,0.0342,74.6,4,0.179,0v3WyEt2g04WFpfVwcnfXm
"('Worse Than Yesterday', 'Tweaker')",0.129,0.575,258351,0.507,0.0572,4,0.115,-6.325,0,0.0318,110.001,4,0.128,3UhXEuEwN5V5lin1GXYHVp
"('You Or Them', 'Volbeat')",2.07e-06,0.162,251200,0.987,0.459,2,0.293,-4.316,1,0.105,78.0,3,0.642,15hxYQIfvcv9NaDZu8nRNO
"(""It Won'T Be Long"", 'The Beatles')",0.284,0.472,133387,0.673,0,4,0.206,-8.853,1,0.0318,133.117,4,0.862,4ekUX4pWizXXksJe0JfS9U
"('Eso Shyamal Sundar', 'Asha Bhosle')",0.88,0.447,183933,0.414,0,11,0.12,-12.689,1,0.0339,103.762,4,0.728,7lhbpYkPgKFMbin6oNhovM
"('Gem', 'Zoot Woman')",0.204,0.73,250360,0.685,0.345,8,0.0693,-10.323,1,0.0516,129.991,4,0.805,0xl82IqYp9yTZbgQsXDgVU
"('Done Stealin', 'Carolina Liar')",0.00319,0.444,218333,0.797,0,10,0.108,-1.5,1,0.0306,82.172,4,0.196,4Nf40K4cL1ig88zJYsJ5VX
"('Babydoctor', 'Sleepytime Gorilla Museum')",0.0266,0.23,839693,0.44,0.0018,2,0.436,-9.664,1,0.0427,83.908,4,0.0862,3fwJy4LTzd5IdHKfWCo1p4
"('Dance With The Rain (Ballata)', 'New Trolls')",0.875,0.459,282880,0.374,0.00688,0,0.666,-12.756,1,0.0436,76.06,4,0.168,3TttjgMUFbxaJzfPuHjytk
"('Rooftops', 'Lostprophets')",6.21e-05,0.318,251507,0.82,1.28e-06,4,0.176,-4.721,0,0.0421,177.945,4,0.275,06sFR9S0sA51GdrlLt07tb
"('Another Seven Years', 'Aberdeen City')",0.00485,0.33,228856,0.882,0.63,6,0.373,-4.592,1,0.0547,131.099,4,0.187,02e6ky54sxJMy3tTDcemmm
"('Town Without Pity', 'Gene Pitney')",0.618,0.499,174147,0.535,7.55e-05,7,0.065,-6.43,1,0.0292,120.364,3,0.65,4g4h8NFHaYX29p3RLBdOkd
"('Never Get Out', 'Brad Sucks')",0.394,0.678,127333,0.615,0,11,0.0641,-7.634,1,0.0475,120.074,4,0.726,0hdIDKkZeKsXReYrXsBoC8
"('Paraíso De Flautas', 'Ñu')",0.571,0.361,572867,0.549,0.0422,0,0.119,-9.073,1,0.0635,133.437,4,0.115,4UMcGSB22mZocj7meCtiFd
"(""Pretend We'Re Dead"", 'L7')",5.62e-06,0.569,235093,0.788,0.635,4,0.0811,-8.559,1,0.031,115.151,4,0.913,3z5ggGtcs4t8pizW521gW9
"('Resurrected For Massive Torture', 'The Project Hate Mcmxcix')",0.000926,0.503,496080,0.9,0.00474,5,0.0746,-6.173,1,0.0592,105.014,4,0.148,4lMebwTArMUc8KTg2dMaEf
"('Creeping Death', 'Metallica')",0.000218,0.301,395707,0.977,0.263,6,0.0785,-5.478,0,0.167,100.362,4,0.178,4q9QVIaLqjbcoqeCfM2zan
"('Black Man Time', 'I Roy & The Upsetters')",0.503,0.74,221160,0.646,0.000235,1,0.061,-7.204,0,0.0594,100.92,4,0.689,7LMoUgLV9KvMcUMzAsB5yJ
"('Love Steals Us From Loneliness', 'Idlewild')",0.00054,0.18,194053,0.789,0.000301,1,0.268,-4.904,1,0.0429,203.947,4,0.635,4SoRvuR09go03chQROV80q
"('You Can Tell The Truth, Now', 'The Dutchess & The Duke')",0.181,0.659,219547,0.618,0,9,0.305,-4.427,0,0.0277,96.541,4,0.465,4GGg9j2BF9dfD729PRZDFF
"('Once In A While', 'Madeleine Peyroux')",0.916,0.243,238880,0.198,0.657,0,0.135,-16.138,1,0.0362,56.86,3,0.161,3Q2q7ChvTYbbeqSOYxoyaq
"('U Spin Me (Mike Cruz Radio Edit)', 'Inaya Day')",0.0259,0.66,217653,0.995,0.000842,7,0.434,-2.439,0,0.0575,128.045,4,0.837,5FGjeVzk9xRolTgJpzsW5f
"('Sleeping Butterfly', 'Beachwood Sparks')",0.93,0.367,75880,0.252,0.237,5,0.208,-17.378,1,0.0316,129.605,3,0.0394,0kegV5x9LOGkAQq5sVneYq
"('Skin Deep', 'Natasha Thomas')",0.264,0.631,208360,0.775,0,9,0.066,-4.043,1,0.0319,89.531,4,0.404,0mxep5DUcf8NtmKXnEtgbV
"('Red', 'King Crimson')",0.00116,0.329,360987,0.695,0.115,9,0.111,-9.427,1,0.0372,105.963,4,0.431,2qANtYqqPUNY379QRLE0yl
"('Good Morning, Hypocrite', 'Electric President')",0.327,0.753,323816,0.648,0.785,0,0.0728,-10.122,1,0.0434,144.99,4,0.487,1OgiyBrmI67v6UzDr1VTUq
"('Min Trampolin', 'Bob Hund')",0.385,0.411,379307,0.304,0.000347,4,0.908,-12.433,1,0.0368,108.36,4,0.129,38f1lrroBGK95AFrI9DOKb
"('Concrete Jungle', 'Céu')",0.226,0.886,212040,0.408,0.000536,6,0.0495,-11.508,0,0.0481,99.009,4,0.814,0WAZhuiNHBnFVluqlFK5Qb
"('The String Thing', 'Eivind Aarset')",0.0441,0.338,460800,0.785,0.72,2,0.0902,-9.249,1,0.0583,111.275,5,0.227,63ljPqOkEfqmqBpwJIrbAf
"('Doki Doki Last Night', 'Aoki Takamasa + Tujiko Noriko')",0.00426,0.868,233693,0.428,0.511,1,0.0842,-11.97,1,0.285,129.946,4,0.674,4JTqE4eZd2EvMycCgg7LWN
"('Water Door Yellow Gate', 'Ghost')",0.0633,0.104,356053,0.636,0.532,9,0.198,-10.677,1,0.0401,177.655,3,0.122,7ibDmicjg8nVgLsUaTTFrd
"('Slaves To The Subliminal', 'Scar Symmetry')",0.000103,0.452,304300,0.986,0.000718,4,0.262,-3.766,0,0.0545,147.988,4,0.447,6fNWjyoFrnJM6JgCTnwSEk
"('Yo Yo Bye Bye', 'Why?')",0.599,0.391,171160,0.57,0.00021,2,0.22,-6.722,1,0.0513,113.68,4,0.389,6rWKvazhqKuCJ95SBXRvbN
"(""Lan N'Oldu"", 'Kramp')",0.018,0.203,395640,0.688,0.000317,9,0.0698,-7.276,0,0.047,153.45,3,0.307,59lxRJJluwxRz75JFqFeCG
"('Tubthumping', 'Chumbawamba')",0.117,0.606,278960,0.864,0,11,0.366,-7.504,0,0.0919,103.834,4,0.579,5YScXJKtefsgdskIy60N7A
"('Shine On You Crazy Diamond', 'Pink Floyd')",0.771,0.266,811077,0.294,0.697,7,0.107,-11.938,0,0.0291,137.941,3,0.0397,6pnwfWyaWjQiHCKTiZLItr
"('May It Always Be', ""Bonnie 'Prince' Billy"")",0.796,0.548,244493,0.241,0.00384,9,0.0963,-16.789,1,0.0357,91.585,4,0.314,4worr3RT5xrs1mcZ9NMSCv
"('Honky Tonk', 'Miles Davis')",0.952,0.567,353333,0.562,0.691,8,0.317,-10.057,1,0.0429,95.77,4,0.527,0ixYrXoKP6hUE8RDVWz093
"('Fitz And The Dizzyspells', 'Andrew Bird')",0.404,0.63,216827,0.762,0.00143,9,0.117,-7.444,1,0.0355,134.071,4,0.711,7wnwPm0ngj6WPMYxTyEAAD
"('Punish Your Machine', 'Front 242')",7.22e-05,0.423,371827,0.983,0.184,6,0.981,-8.515,0,0.141,139.972,4,0.0393,3zpbvscVeTzbD8nzl2cfac
"('A Name', 'John Frusciante')",0.642,0.43,123467,0.179,0,8,0.162,-13.506,0,0.0442,129.39,4,0.307,3rkVe0h72vcKHVmIPnkzhZ
"('My Death', 'David Bowie')",0.873,0.459,350600,0.292,0.00406,5,0.697,-12.128,1,0.0749,140.278,4,0.114,0odYOJI9hQnsBSgdf1okiS
"('Never Ever', 'All Saints')",0.559,0.738,387573,0.541,0,1,0.0492,-5.485,1,0.0311,134.187,4,0.309,3DuZIZtDum4rem89FVey9P
"('Death Of A Shade Of A Hue', 'Of Montreal')",0.609,0.162,174867,0.406,0.00012,11,0.221,-7.471,0,0.0354,173.948,5,0.0441,1ZIXbcmFYi546r4Fe27mBC
"('Dublin Blues', 'Guy Clark')",0.648,0.656,259120,0.188,6e-06,4,0.12,-12.996,1,0.0335,85.271,4,0.192,4rXt1tYHZIavECuN32fk96
"('Pimp', 'Scott Down & Dj Cutler')",0.0247,0.506,194378,0.638,0,7,0.124,-4.779,1,0.0297,149.955,3,0.109,5DBz188AP1atzNFytyV0N7
"('Dağlar Bağlar', 'Duman')",0.193,0.574,188667,0.873,0.00618,1,0.128,-6.855,1,0.0382,110.023,4,0.569,3V6mCapyrXjC3jrs4mZdAz
"('From Off To On', 'The Knife')",0.89,0.564,238000,0.149,0.307,7,0.107,-19.853,0,0.0342,192.014,4,0.753,0rlZWBgX1i88RYA00P5pwg
"('Call Me When You Get This', 'Corinne Bailey Rae')",0.0364,0.584,301839,0.668,0.00837,6,0.334,-9.085,0,0.0471,102.902,4,0.293,3VstOGY6TfRl2iMp2NSYKS
"('Dancing With Kadafi', 'Infected Mushroom')",0.0332,0.614,621973,0.783,0.877,7,0.101,-13.974,1,0.0421,119.984,4,0.122,5MvnLMIXoDZAcchH0UGb1P
"('Failure', 'Kings Of Convenience')",0.692,0.611,213693,0.47,0.596,4,0.111,-13.112,1,0.0385,92.277,4,0.556,1mYhXHv5VdcU7i0n1vc7iW
"('The Lost Gospel', 'Madrugada')",0.291,0.57,233533,0.366,0.0206,0,0.105,-11.029,1,0.0258,97.774,4,0.376,1T7dGNGE4XN8Wf6Vbu3wBv
"('Electric Bloom', 'Foals')",0.00331,0.639,295840,0.849,0.000562,11,0.181,-6.968,0,0.031,124.973,4,0.71,0HbAXpVohy6KzkeT1GvVxx
"('Money To Burn', 'Richard Ashcroft')",0.0286,0.46,375000,0.904,0.0011,0,0.288,-7.066,1,0.0388,170.433,4,0.682,7tlsXiBafFOPIzc2bCfAY2
"('Distant Dreamer', 'Duffy')",0.0044,0.204,305667,0.629,0.0011,2,0.375,-4.106,1,0.0304,94.704,4,0.158,1uqXrzulcVflfeZDHbyjIs
"('Gone Up In Flames', 'Morning Runner')",0.000382,0.286,174690,0.922,0.000267,7,0.138,-3.579,1,0.0433,174.906,4,0.682,0Y0isUif72qN1sMdkb5tsi
"('Hard As Iron', 'Judas Priest')",6.32e-06,0.333,248307,0.967,0.0772,2,0.106,-5.712,1,0.111,161.135,4,0.0714,0VoXBKCjBj8zTaj962mKxq
"('The Approaching Ice', ""Patrick O'Hearn"")",0.933,0.148,196027,0.122,0.915,11,0.133,-22.943,0,0.0428,69.878,5,0.0353,1ZXnE8N8FqqobMffmktrHy
"('Beast Of Honor', 'Auf Der Maur')",0.00238,0.482,207200,0.831,0.00112,9,0.0971,-4.879,0,0.0774,124.207,4,0.352,43CtyH2TlJV6ZkT50q23nC
"('Red Ink', 'Deerhunter')",0.481,0.153,220427,0.245,0.964,0,0.11,-14.78,1,0.0375,106.732,4,0.0727,7Lo3pXQTZ4qu9UIjKV3UKN
"(""I Started Something I Couldn'T Finish"", 'The Smiths')",0.112,0.581,227533,0.851,0.00539,6,0.0375,-5.723,0,0.0336,135.155,4,0.703,3PVVqlxFpXmU46iqAVG4Jg
"('Emission', 'Position Parallèle')",0.0115,0.783,272040,0.468,0.617,0,0.0848,-16.242,1,0.174,119.983,4,0.934,0eyh1RFoL59fmsfAXjEaVc
"('La Llegada De Los Dioses', 'Ñu')",0.377,0.297,396000,0.746,0.00101,4,0.181,-7.453,0,0.102,85.96,4,0.52,3cBKxyJxQbCBADieiTekM9
"('It Beats Me Every Time', 'Peter Bjorn And John')",0.0105,0.485,217187,0.759,0.0034,4,0.241,-4.154,0,0.0305,112.428,4,0.675,6kA4DRx5X9Hhva9BsJiQ3L
"('Since U Been Gone', 'Kelly Clarkson')",0.00165,0.662,188960,0.741,0.0303,0,0.114,-5.406,1,0.0334,131.0,4,0.404,3xrn9i8zhNZsTtcoWgQEAd
"('For The World', 'Shai Hulud')",3.31e-05,0.191,176787,0.994,0.737,11,0.345,-4.257,1,0.182,174.155,4,0.143,4wmmalznLorr8CosbAVgV6
"('Blenderhead', 'Bad Religion')",0.000966,0.383,72733,0.98,0,2,0.282,-3.875,1,0.0444,151.419,4,0.942,02s2w11oN3Hggk5c0idTDU
"('Take Me To The Hospital', 'The Prodigy')",0.000603,0.35,220253,0.975,0.494,6,0.406,-3.2,1,0.0683,119.076,4,0.312,05Qs8OXk39VjbAYV0vwHzi
"('Watching You', 'Slave')",0.041,0.802,281920,0.592,0,7,0.242,-9.653,1,0.0661,110.733,4,0.886,5nNGWT6o8meSgBjLGMMOgL
"('Bir Dost Ararım', 'Semiramis Pekkan')",0.817,0.26,179750,0.488,0.000944,9,0.776,-10.751,0,0.0362,117.982,4,0.58,58nAyERf9i3mebT38aZrE0
"('2012: The Demise Of The 5Th Sun', 'Scar Symmetry')",0.000247,0.427,231733,0.985,0.0158,1,0.318,-4.252,1,0.105,140.053,4,0.199,4l80MVxQIEyfAfwgrNr1Tc
"('Salvador', 'Jamie T')",0.493,0.778,212653,0.818,0,6,0.878,-4.217,0,0.147,144.999,4,0.858,0BkB0dSF6a9nPVfOWKXJmG
"('Bitch I Lied', 'Insane Clown Posse')",0.0384,0.588,247507,0.639,0,1,0.375,-6.007,1,0.245,105.48,4,0.493,1M3VP406VA7xZt2DfUcfRY
"('Oh, Susquehanna!', 'Defiance, Ohio')",0.108,0.562,216013,0.685,2.55e-05,0,0.084,-7.172,1,0.0528,94.881,4,0.616,17WLsYuq1XzmkWhkwRvHZP
"('Reeling', 'The Time & Space Machine')",0.0154,0.559,213093,0.895,0,1,0.175,-4.476,0,0.0832,183.825,4,0.59,2fh3bZ8jZhMxOcfESE9nQY
"('Vulcan Bomber', 'Nebula')",2.33e-05,0.204,175707,0.916,0.164,7,0.321,-4.951,1,0.0448,143.91,4,0.582,1APisdxyhKR6N4KoEx1Omv
"('D-Train', 'Accept')",0.00722,0.505,265427,0.975,0.0416,6,0.367,-11.676,0,0.103,120.054,4,0.211,0ClfkPWt1hbsP9aPQXOXTp
"('Ambulance', 'Tv On The Radio')",0.981,0.428,294813,0.145,9.14e-06,1,0.79,-16.801,1,0.038,186.443,3,0.401,3UnLiYXFtTmfXwc0hrXS8x
"(""Sometimes I Can'T Make It Alone"", 'Mae')",0.00888,0.396,195707,0.947,0,6,0.334,-2.977,1,0.106,165.963,4,0.436,6c4iJkkORW8lp0mYs01TvD
"('Ein (Below And Beyond)', 'Floor')",0.00285,0.198,249200,0.856,0.812,0,0.0702,-8.82,1,0.125,146.598,4,0.0749,5iWauEy1GGm6xGzWmMnjuB
"('Disappearer', 'Sonic Youth')",0.343,0.224,308333,0.832,0.363,5,0.359,-10.458,1,0.0416,76.142,4,0.44,1KF6zPwO5b8pVmCr8HeAfP
"('Remind (Live At Glastonbury)', 'Orbital')",0.0695,0.515,559107,0.98,0.833,7,0.95,-8.442,1,0.0592,129.921,4,0.251,7dGrWjRIKdaYCu0JtashZ2
"('Ameno (Remix)', 'Era')",0.194,0.69,227133,0.797,4.18e-05,1,0.0893,-7.499,0,0.0329,102.853,4,0.219,4ynh6SYokrNc1E6fHKSTht
"('Final Day', 'Young Marble Giants')",0.689,0.672,103773,0.34,0.000131,2,0.274,-12.869,1,0.0896,168.701,4,0.921,4yeSZAgC5dx6KKUHu7ESeT
"('Los Ejes De Mi Carreta', 'Alberto Cortez')",0.963,0.501,172040,0.252,0.0564,4,0.127,-10.267,0,0.0351,116.445,1,0.294,2n6ksw2O0FnXMfCuYHc08E
"(""Kolly Kibber'S Birthday"", 'Julian Cope')",6.08e-05,0.431,313867,0.855,0.000165,1,0.449,-11.291,1,0.0524,92.262,4,0.74,4zHAob2x2sBCSl1vsfZAH9
"('Talullah', 'Jamiroquai')",0.378,0.714,362067,0.724,3.28e-05,2,0.13,-8.106,0,0.0521,154.425,4,0.962,0WQ3l6AqrCJLDpxjhDHbFh
"('Ghost', 'Voxtrot')",0.105,0.395,290840,0.747,0.000245,2,0.101,-6.823,1,0.0329,159.432,4,0.55,5ue617940oaBwlZDXhJ5et
"('If You Must Tell Him', 'Cats On Fire')",0.464,0.556,200600,0.632,0,10,0.107,-6.99,1,0.0255,92.568,4,0.542,6Yz2Oxnmv6ff72TIC03CUZ
"('Daylight', 'Aesop Rock')",0.0242,0.564,266107,0.758,0.00109,11,0.376,-6.85,1,0.283,92.674,4,0.597,3COHXcLRK9brRjMolzkD7Y
"('Am I 1?', 'Dark Tranquillity')",4.11e-05,0.183,271400,0.949,0.733,6,0.071,-4.67,0,0.0901,108.881,3,0.162,7fEFWpvhJhSToOiPLaTKf1
"('New', 'Headman')",0.00025,0.797,404271,0.886,0.449,7,0.375,-7.22,0,0.0473,124.016,4,0.196,0zVsj3vnOTDdJMcV7WJu52
"('Spirit In The Sky', 'Norman Greenbaum')",0.112,0.601,239600,0.643,0.00209,2,0.088,-5.828,1,0.0314,128.262,4,0.552,0Y2SrByf4G3kbq2nBEHQRn
"('Therapy', 'India.Arie')",0.037,0.65,236453,0.729,0,11,0.4,-4.504,0,0.0419,114.982,4,0.384,57IeU2uJTCHusDA2eKL99v
"('Future Breed Machine', 'Meshuggah')",0.000987,0.298,348682,0.97,0.0884,1,0.304,-6.866,1,0.167,174.148,4,0.156,0gH7MNXQud3Pvnfv1zk3bL
"('In Your House', 'The Cure')",0.276,0.888,247533,0.366,0.804,2,0.0725,-12.726,1,0.0416,104.731,4,0.979,3dL59uQpvGwgWmjg25diO9
"('1991', 'Crystal Castles')",0.00286,0.577,113507,0.892,0.0147,6,0.0857,-7.803,0,0.0382,119.999,4,0.788,2SldImPYsxx7E5ieMQSKT6
"('Jesusland', 'Ben Folds')",0.36,0.382,268893,0.586,0.0215,8,0.309,-8.886,1,0.0323,109.487,4,0.14,1A6DhJc3alZ0qzwdAXjDU4
"('To Die A Virgin', 'The Divine Comedy')",0.108,0.601,219352,0.686,0,2,0.265,-7.061,0,0.0297,117.87,4,0.745,4Dr8B9i6gjLdrSgRvlPXS7
"('Number One Son', 'Camera Obscura')",0.35,0.47,247173,0.703,0.000598,9,0.104,-6.513,1,0.0282,149.183,4,0.838,47rXpvwK8pCWEc0WKpqAri
"('My Broken Angel', 'Silentium')",0.000573,0.377,295000,0.586,0.224,4,0.117,-6.888,0,0.031,139.953,3,0.274,3xI3GxsBMrDybFqIMvURB5
"('Nexxer', 'Mikkel Metal')",0.0879,0.515,335453,0.472,0.886,2,0.258,-10.987,0,0.026,73.998,4,0.124,2Is4boN66ScxEQc0a86x7H
"('Oleo', 'Miles Davis')",0.717,0.444,262520,0.414,0.0876,10,0.0896,-13.144,1,0.0755,161.175,4,0.668,3VvSRBNaobe0QIxy44WsWI
